Business,Category,Component,Latitude,Lifeline,Longitude,Source,Lifeline_name,Zipcode
Eureka Sub.,Electrical substation,Power,29.7955078,4,-95.4340167,Google,Energy,77008
Zenith Subtation (CNP),Electrical substation,Power,29.909584,4,-95.7773689,Google,Energy,77433
Galena Park sub,Electrical substation,Power,29.7458248,4,-95.23079,Google,Energy,77547
Southwyck Substation,Electrical substation,Power,29.5526237,4,-95.3893598,Google,Energy,77584
Electric Substation,Electrical substation,Power,29.7248641,4,-95.0602066,Google,Energy,77571
Electric Substation,Electrical substation,Power,29.7228353,4,-95.0595411,Google,Energy,77571
O'Brien Substation (CNP),Electrical substation,Power,29.6727771,4,-95.7154871,Google,Energy,77407
Woodcreek Substation (CNP),Electrical substation,Power,29.7879256,4,-95.6207752,Google,Energy,77079
Memorial Actual Substation (CNP),Electrical substation,Power,29.7710336,4,-95.6173249,Google,Energy,77077
Memorial Mobile Substation (CNP),Electrical substation,Power,29.7712327,4,-95.6156673,Google,Energy,77079
Kuykendahl Substation (CNP),Electrical substation,Power,30.0892571,4,-95.5257398,Google,Energy,77379
W.A Parish Substation,Electrical substation,Power,29.4828469,4,-95.6302233,Google,Energy,77469
Hidden Valley Substation (CNP),Electrical substation,Power,29.9112981,4,-95.4233291,Google,Energy,77038
H.O Clarke Substation (CNP),Electrical substation,Power,29.6500485,4,-95.4486233,Google,Energy,77045
Grant Substation (CNP),Electrical substation,Power,29.7033192,4,-95.401694,Google,Energy,77030
Hyde Park Substation (CNP),Electrical substation,Power,29.7478569,4,-95.3840605,Google,Energy,77006
Gable St. Substation (CNP),Electrical substation,Power,29.7627399,4,-95.3522757,Google,Energy,77010
Glendwood Substation (CNP),Electrical substation,Power,29.8507623,4,-95.2664031,Google,Energy,77078
WA Parish Plant,power plant,Power,29.472617,4,-95.6439409,Google,Energy,77469
Brazos Valley Energy Power Plant,power plant,Power,29.472493,4,-95.6231814,Google,Energy,77469
Calpine Deer Park Energy Center,power plant,Power,29.7119946,4,-95.1340036,Google,Energy,77536
NRG Energy - Greens Bayou Plant,power plant,Power,29.8216138,4,-95.2193266,Google,Energy,77013
UH Central Power Plant,power plant,Power,29.7219845,4,-95.3420055,Google,Energy,77021
P.H. Robinson Sub-station,power plant,Power,29.4921974,4,-94.9858522,Google,Energy,77539
Biofuels Power Corporation,power plant,Power,29.6503733,4,-95.4509174,Google,Energy,77045
Smith Power Systems,power plant,Power,29.939806,4,-95.404679,Google,Energy,77060
NRG San Jacinto Power Plant,power plant,Power,29.694345,4,-95.0402861,Google,Energy,77571
McGrath Power Solutions Ltd,power plant,Power,29.7857018,4,-95.6637899,Google,Energy,77094
"Texas Power Generation, LLC",power plant,Power,29.578722,4,-95.106744,Google,Energy,77058
EIF Channelview Cogeneration,power plant,Power,29.8382266,4,-95.124381,Google,Energy,77049
Hydro Leduc,power plant,Power,29.7917954,4,-95.7099331,Google,Energy,77094
Power Plant,power plant,Power,29.7265668,4,-95.0597902,Google,Energy,77571
Kgen Power Corporation,power plant,Power,29.7534371,4,-95.4612242,Google,Energy,77056
LaPorte Power Station,power plant,Power,29.7030064,4,-95.0718403,Google,Energy,77571
Houston Lighting & Power Company,power plant,Power,29.7469399,4,-95.353434,Google,Energy,77003
"TransCanada Turbines, Inc.",power plant,Power,29.944827,4,-95.517379,Google,Energy,77066
Siemens Energy Inc,power plant,Power,29.7609783,4,-95.3092807,Google,Energy,77020
Thermal Energy Corporation - South Main Plant,power plant,Power,29.7047285,4,-95.4050124,Google,Energy,77030
WA Parish Plant,nuclear power plant,Power,29.472617,7,-95.6439409,Google,Hazardous Material,77469
Calpine Deer Park Energy Center,nuclear power plant,Power,29.7119946,7,-95.1340036,Google,Hazardous Material,77536
Brazos Valley Energy Power Plant,nuclear power plant,Power,29.472493,7,-95.6231814,Google,Hazardous Material,77469
Biofuels Power Corporation,nuclear power plant,Power,29.6503733,7,-95.4509174,Google,Hazardous Material,77045
EIF Channelview Cogeneration,nuclear power plant,Power,29.8382266,7,-95.124381,Google,Hazardous Material,77049
NRC Industries,nuclear power plant,Power,29.8754691,7,-95.5938184,Google,Hazardous Material,77041
TH Wharton Generating Station,nuclear power plant,Power,29.9450784,7,-95.5277457,Google,Hazardous Material,77064
Crown Castle,houston cell towers,Infrastructure,29.731756,5,-95.368769,Google,Communication,77004
American Tower Corporation,houston cell towers,Infrastructure,29.8169478,5,-95.1386783,Google,Communication,77049
American Tower Corporation,houston cell towers,Infrastructure,29.8977762,5,-95.4421484,Google,Communication,77088
American Tower Corporation,houston cell towers,Infrastructure,29.906499,5,-95.523814,Google,Communication,77064
American Tower Corporation,houston cell towers,Infrastructure,29.6472339,5,-95.2585641,Google,Communication,77061
Crown Castle International Corporation,houston cell towers,Infrastructure,29.7546665,5,-95.4831109,Google,Communication,77057
American Tower Corporation,houston cell towers,Infrastructure,29.8359225,5,-95.3782513,Google,Communication,77022
KPFT FM 90.1 Pacifica Radio,radiostations,Alerts & Warnings,29.74308395,5,-95.38669586,Yelp,Communication,77006
Wells Fargo Bank,banks,Financial Services,29.75359535,1,-95.39854431,Yelp,Saftey & Security,77019
KTSU 90.9 FM,radiostations,Alerts & Warnings,29.72018293,5,-95.35937456,Yelp,Communication,77004
Khou-TV 11 Channel,televisionstations,Alerts & Warnings,29.759893,5,-95.387825,Yelp,Communication,77002
Houston Public Media News 88.7,radiostations,Alerts & Warnings,29.726556,5,-95.338962,Yelp,Communication,77003
People's Trust Federal Credit Union,banks,Financial Services,29.7591801,1,-95.3671951,Yelp,Saftey & Security,77201
Chase Bank,banks,Financial Services,29.757148,1,-95.367954,Yelp,Saftey & Security,77002
Federal Reserve Bank,banks,Financial Services,29.75994,1,-95.38437,Yelp,Saftey & Security,77002
People's Trust Federal Credit Union,banks,Financial Services,29.732564,1,-95.46722,Yelp,Saftey & Security,77027
Prosperity Bank - Heights,banks,Financial Services,29.80727318,1,-95.39914738,Yelp,Saftey & Security,77008
Chase Bank,banks,Financial Services,29.73410818,1,-95.39067154,Yelp,Saftey & Security,77006
Chase Bank,banks,Financial Services,29.747131,1,-95.377426,Yelp,Saftey & Security,77002
Spirit Of Texas Bank,banks,Financial Services,29.7281,1,-95.44418,Yelp,Saftey & Security,77046
KTRU FM 91.7 - Rice University Radio,radiostations,Alerts & Warnings,29.720531,5,-95.396408,Yelp,Communication,77004
Navy Federal Credit Union,banks,Financial Services,29.688137,1,-95.4613313,Yelp,Saftey & Security,77401
TDECU,banks,Financial Services,29.80245656,1,-95.40495432,Yelp,Saftey & Security,77008
PrimeWay Federal Credit Union,banks,Financial Services,29.770165,1,-95.399097,Yelp,Saftey & Security,77007
Houston Federal Credit Union Kirby Office,banks,Financial Services,29.73312,1,-95.4180499,Yelp,Saftey & Security,77098
Chase Bank,banks,Financial Services,29.769336,1,-95.39118,Yelp,Saftey & Security,77007
94.5 THE BUZZ KTBZ-FM,radiostations,Alerts & Warnings,29.7467675,5,-95.4574043,Yelp,Communication,77027
Chase Bank,banks,Financial Services,29.731264,1,-95.4659862,Yelp,Saftey & Security,77027
Allegiance Bank,banks,Financial Services,29.73115583,1,-95.41844107,Yelp,Saftey & Security,77098
Frost,banks,Financial Services,29.718773,1,-95.4181935,Yelp,Saftey & Security,77005
Bank of America,banks,Financial Services,29.75273,1,-95.40302,Yelp,Saftey & Security,77019
Frost Bank,banks,Financial Services,29.732181,1,-95.433954,Yelp,Saftey & Security,77046
Channel 13 Ktrk Tv,televisionstations,Alerts & Warnings,29.72602,5,-95.4293299,Yelp,Communication,77046
Capital One Bank,banks,Financial Services,29.69382185,1,-95.41302401,Yelp,Saftey & Security,77054
Chase Bank,banks,Financial Services,29.692213,1,-95.416741,Yelp,Saftey & Security,77054
JSC Federal Credit Union,banks,Financial Services,29.6940606,1,-95.265542,Yelp,Saftey & Security,77017
Wells Fargo Bank,banks,Financial Services,29.786377,1,-95.36113,Yelp,Saftey & Security,77009
Technology Bytes on KPFT 90.1FM,radiostations,Alerts & Warnings,29.74308395,5,-95.38669586,Yelp,Communication,77006
Wells Fargo Bank,banks,Financial Services,29.74648,1,-95.3786,Yelp,Saftey & Security,77002
Wells Fargo Bank,banks,Financial Services,29.75073,1,-95.46023,Yelp,Saftey & Security,77056
Wells Fargo Bank,banks,Financial Services,29.70563698,1,-95.42704773,Yelp,Saftey & Security,77030
Hot 95.7 KKHH,radiostations,Alerts & Warnings,29.73053,5,-95.44087,Yelp,Communication,77046
PrimeWay Federal Credit Union,banks,Financial Services,29.71153,1,-95.40015,Yelp,Saftey & Security,77030
Wells Fargo Bank,banks,Financial Services,29.69026,1,-95.44139,Yelp,Saftey & Security,77025
Chase Bank,banks,Financial Services,29.77386317,1,-95.399134,Yelp,Saftey & Security,77007
Wells Fargo Bank,banks,Financial Services,29.76169436,1,-95.4189751,Yelp,Saftey & Security,77007
Wells Fargo,banks,Financial Services,29.72370111,1,-95.44100912,Yelp,Saftey & Security,77046
Amegy Bank,banks,Financial Services,29.776298,1,-95.381965,Yelp,Saftey & Security,77009
Arrow 93.7 KKRW FM,radiostations,Alerts & Warnings,29.75712,5,-95.36442,Yelp,Communication,77010
Wells Fargo Bank,banks,Financial Services,29.740542,1,-95.418304,Yelp,Saftey & Security,77098
Wells Fargo Bank,banks,Financial Services,29.8042,1,-95.4011,Yelp,Saftey & Security,77008
Ktrh Am 740 Newsradio,radiostations,Alerts & Warnings,29.74382591,5,-95.38779449,Yelp,Communication,77006
Chase Bank,banks,Financial Services,29.7381769,1,-95.4174039,Yelp,Saftey & Security,77098
Houston Police Credit Union,banks,Financial Services,29.764298,1,-95.37456,Yelp,Saftey & Security,77201
Bank of America,banks,Financial Services,29.74667,1,-95.37217,Yelp,Saftey & Security,77002
Resource One Credit Union,banks,Financial Services,29.828625,1,-95.435041,Yelp,Saftey & Security,77018
Univision,televisionstations,Alerts & Warnings,29.7279726,5,-95.464885,Yelp,Communication,77027
KBXX 97.9 The Box,radiostations,Alerts & Warnings,29.73053,5,-95.44087,Yelp,Communication,77046
Wells Fargo Bank,banks,Financial Services,29.828621,1,-95.431152,Yelp,Saftey & Security,77018
Wells Fargo Bank,banks,Financial Services,29.7754097,1,-95.3819733,Yelp,Saftey & Security,77201
Chase Bank,banks,Financial Services,29.70189498,1,-95.40157451,Yelp,Saftey & Security,77030
Houston Public Media TV 8,televisionstations,Alerts & Warnings,29.7263925,5,-95.3393635,Yelp,Communication,77003
Bank of America,banks,Financial Services,29.73308,1,-95.4411,Yelp,Saftey & Security,77046
Bank of America,banks,Financial Services,29.74971199,1,-95.46677399,Yelp,Saftey & Security,77056
Wells Fargo Bank,banks,Financial Services,29.72625,1,-95.41903,Yelp,Saftey & Security,77098
J.P. Morgan Private Bank,banks,Financial Services,29.75894564,1,-95.36374667,Yelp,Saftey & Security,77010
Vista Bank Texas,banks,Financial Services,29.75476,1,-95.36985,Yelp,Saftey & Security,77002
Chase Bank,banks,Financial Services,29.75057,1,-95.4626399,Yelp,Saftey & Security,77056
IBC Bank,banks,Financial Services,29.73745,1,-95.39069,Yelp,Saftey & Security,77006
Chase Bank,banks,Financial Services,29.722834,1,-95.418131,Yelp,Saftey & Security,77005
Space City Credit Union,banks,Financial Services,29.7501508,1,-95.343721,Yelp,Saftey & Security,77003
Bank of America,banks,Financial Services,29.69129865,1,-95.41552646,Yelp,Saftey & Security,77054
Bank of America,banks,Financial Services,29.76054,1,-95.36631,Yelp,Saftey & Security,77201
BB&T,banks,Financial Services,29.73291016,1,-95.41910163,Yelp,Saftey & Security,77098
Enterprise Bank,banks,Financial Services,29.73471,1,-95.4249899,Yelp,Saftey & Security,77098
Bank of Texas,banks,Financial Services,29.7227449,1,-95.4190329,Yelp,Saftey & Security,77005
Wells Fargo Bank,banks,Financial Services,29.708223,1,-95.40271,Yelp,Saftey & Security,77030
Whitney Bank,banks,Financial Services,29.729725,1,-95.437345,Yelp,Saftey & Security,77046
Iberia Bank,banks,Financial Services,29.7058392,1,-95.4178314,Yelp,Saftey & Security,77030
Chase Bank,banks,Financial Services,29.82051997,1,-95.46467828,Yelp,Saftey & Security,77092
CBS Sports Radio 650,radiostations,Alerts & Warnings,29.73053,5,-95.44087,Yelp,Communication,77046
Bank of America,banks,Financial Services,29.8197028,1,-95.4656428,Yelp,Saftey & Security,77092
BBVA Compass,banks,Financial Services,29.82743,1,-95.43092,Yelp,Saftey & Security,77018
Wells Fargo Bank,banks,Financial Services,29.7414494,1,-95.4420166,Yelp,Saftey & Security,77027
MIX 96.5 FM KHMX,radiostations,Alerts & Warnings,29.7305298,5,-95.4408722,Yelp,Communication,77046
Unity National Bank,banks,Financial Services,29.72324,1,-95.37083,Yelp,Saftey & Security,77004
Chase Bank,banks,Financial Services,29.701604,1,-95.361457,Yelp,Saftey & Security,77021
KHPT 106.9 FM,radiostations,Alerts & Warnings,29.74546,5,-95.46318,Yelp,Communication,77056
Regions Bank,banks,Financial Services,29.79060275,1,-95.40091385,Yelp,Saftey & Security,77008
Chase Bank,banks,Financial Services,29.829029,1,-95.42936,Yelp,Saftey & Security,77018
Chase Bank,banks,Financial Services,29.816968,1,-95.410881,Yelp,Saftey & Security,77008
Bank of America,banks,Financial Services,29.725811,1,-95.419036,Yelp,Saftey & Security,77098
700 Plus Credit,banks,Financial Services,29.67855,1,-95.4199,Yelp,Saftey & Security,77054
Bank of America,banks,Financial Services,29.78517717,1,-95.46761564,Yelp,Saftey & Security,77055
First Service Credit Union,banks,Financial Services,29.75787086,1,-95.36735807,Yelp,Saftey & Security,77010
Chase Bank,banks,Financial Services,29.787365,1,-95.467537,Yelp,Saftey & Security,77055
Wells Fargo Bank,banks,Financial Services,29.75305058,1,-95.45948155,Yelp,Saftey & Security,77056
Chase Bank,banks,Financial Services,29.7381843,1,-95.4173719,Yelp,Saftey & Security,77098
Country Legends 97.1,radiostations,Alerts & Warnings,29.74546,5,-95.46318,Yelp,Communication,77056
Bayou City Federal Credit Union,banks,Financial Services,29.713924,1,-95.39827,Yelp,Saftey & Security,77030
Chase Bank,banks,Financial Services,29.761897,1,-95.417795,Yelp,Saftey & Security,77007
Wells Fargo Bank,banks,Financial Services,29.705659,1,-95.42705,Yelp,Saftey & Security,77030
Wells Fargo Bank,banks,Financial Services,29.74921,1,-95.46599,Yelp,Saftey & Security,77056
PLS Check Cashers,banks,Financial Services,29.71594,1,-95.31561,Yelp,Saftey & Security,77023
Bank of America,banks,Financial Services,29.701851,1,-95.360948,Yelp,Saftey & Security,77021
Wells Fargo Bank,banks,Financial Services,29.7555,1,-95.3616,Yelp,Saftey & Security,77010
Regions Bank,banks,Financial Services,29.74261,1,-95.42574,Yelp,Saftey & Security,77046
Smart Financial Credit Union,banks,Financial Services,29.7291585,1,-95.453394,Yelp,Saftey & Security,77027
Chase Bank,banks,Financial Services,29.7555,1,-95.3627,Yelp,Saftey & Security,77010
Khcb-Christian Radio,radiostations,Alerts & Warnings,29.72666931,5,-95.41588593,Yelp,Communication,77098
First Convenience Bank,banks,Financial Services,29.8283849,1,-95.43172,Yelp,Saftey & Security,77018
Wells Fargo Bank,banks,Financial Services,29.75853192,1,-95.36822284,Yelp,Saftey & Security,77201
U M W Scottish Rite Grand Ldg Af & Am of Texas,radiostations,Alerts & Warnings,29.755975,5,-95.378974,Yelp,Communication,77002
Smart Financial Credit Union,banks,Financial Services,29.80867271,1,-95.44356465,Yelp,Saftey & Security,77008
Chase Bank,banks,Financial Services,29.753389,1,-95.404505,Yelp,Saftey & Security,77019
BBVA Compass,banks,Financial Services,29.75684,1,-95.36566,Yelp,Saftey & Security,77010
AIG American General Companies,banks,Financial Services,29.7598,1,-95.39547,Yelp,Saftey & Security,77019
Channel 13 KTRK TV,televisionstations,Alerts & Warnings,29.75703,5,-95.35662,Yelp,Communication,77010
Cadence Bank - Houston,banks,Financial Services,29.74887,1,-95.41416,Yelp,Saftey & Security,77019
Bank of America,banks,Financial Services,29.67475085,1,-95.28945513,Yelp,Saftey & Security,77087
JSC FCU,banks,Financial Services,29.69433635,1,-95.26566111,Yelp,Saftey & Security,77017
PlainsCapital Bank,banks,Financial Services,29.73356,1,-95.42271,Yelp,Saftey & Security,77098
Capital One Bank,banks,Financial Services,29.77528021,1,-95.38943365,Yelp,Saftey & Security,77007
Radio One,radiostations,Alerts & Warnings,29.730221,5,-95.4408173,Yelp,Communication,77046
Post Oak Bank,banks,Financial Services,29.74646,1,-95.45776,Yelp,Saftey & Security,77027
Bank of America,banks,Financial Services,29.6858841,1,-95.4620311,Yelp,Saftey & Security,77096
Prosperity Bank,banks,Financial Services,29.72796895,1,-95.39150901,Yelp,Saftey & Security,77006
BBVA Compass,banks,Financial Services,29.69601443,1,-95.40143914,Yelp,Saftey & Security,77030
Capital One Bank,banks,Financial Services,29.7507462,1,-95.3771056,Yelp,Saftey & Security,77002
People's Trust Federal Credit Union,banks,Financial Services,29.75414276,1,-95.35005188,Yelp,Saftey & Security,77003
Wells Fargo Bank,banks,Financial Services,29.65865326,1,-95.35668182,Yelp,Saftey & Security,77051
BBVA Compass,banks,Financial Services,29.71673254,1,-95.43360293,Yelp,Saftey & Security,77005
Wells Fargo Bank,banks,Financial Services,29.819129,1,-95.464924,Yelp,Saftey & Security,77092
Woodforest National Bank,banks,Financial Services,29.720382,1,-95.340977,Yelp,Saftey & Security,77021
Houston Highway Credit Union,banks,Financial Services,29.7821722,1,-95.435359,Yelp,Saftey & Security,77008
Capital One Bank,banks,Financial Services,29.7279455,1,-95.42827925,Yelp,Saftey & Security,77046
IBC Bank,banks,Financial Services,29.7217293,1,-95.4179993,Yelp,Saftey & Security,77005
First Citizens Bank,banks,Financial Services,29.741474,1,-95.461425,Yelp,Saftey & Security,77027
Frost Bank,banks,Financial Services,29.74997,1,-95.46225,Yelp,Saftey & Security,77056
Chase Bank,banks,Financial Services,29.72106757,1,-95.37866056,Yelp,Saftey & Security,77004
KRIV Fox 26,televisionstations,Alerts & Warnings,29.728336,5,-95.446853,Yelp,Communication,77046
Chase Bank,banks,Financial Services,29.70069989,1,-95.29741243,Yelp,Saftey & Security,77087
BBVA Compass,banks,Financial Services,29.80266,1,-95.39958,Yelp,Saftey & Security,77008
Regions,banks,Financial Services,29.74776,1,-95.45179,Yelp,Saftey & Security,77027
Chase Bank,banks,Financial Services,29.842055,1,-95.384794,Yelp,Saftey & Security,77076
BBVA Compass,banks,Financial Services,29.72567558,1,-95.42737579,Yelp,Saftey & Security,77098
Wells Fargo Bank,banks,Financial Services,29.70176,1,-95.29658,Yelp,Saftey & Security,77087
TDECU,banks,Financial Services,29.72988777,1,-95.43666595,Yelp,Saftey & Security,77046
Chase Bank,banks,Financial Services,29.8703,1,-95.385346,Yelp,Saftey & Security,77076
Chase Bank,banks,Financial Services,29.728753,1,-95.428618,Yelp,Saftey & Security,77046
Greater Texas Credit Union,banks,Financial Services,29.73639,1,-95.31873,Yelp,Saftey & Security,77011
Bank of America,banks,Financial Services,29.86872,1,-95.32979,Yelp,Saftey & Security,77093
Bank of America,banks,Financial Services,29.69637,1,-95.29901,Yelp,Saftey & Security,77087
Wells Fargo Bank,banks,Financial Services,29.84765244,1,-95.33470154,Yelp,Saftey & Security,77093
Enterprise Bank,banks,Financial Services,29.812081,1,-95.4237112,Yelp,Saftey & Security,77008
Prosperity Bank-Medical Center,banks,Financial Services,29.699155,1,-95.409683,Yelp,Saftey & Security,77030
Harris County Federal Credit Union,banks,Financial Services,29.7605559,1,-95.35599274,Yelp,Saftey & Security,77010
TIAA Financial Services,banks,Financial Services,29.715105,1,-95.397329,Yelp,Saftey & Security,77030
Chase Bank,banks,Financial Services,29.687501,1,-95.458009,Yelp,Saftey & Security,77401
Amegy Bank,banks,Financial Services,29.70582423,1,-95.41306291,Yelp,Saftey & Security,77030
Bank of America,banks,Financial Services,29.7064549,1,-95.4040368,Yelp,Saftey & Security,77030
IBC Bank,banks,Financial Services,29.74423409,1,-95.46699524,Yelp,Saftey & Security,77056
BBVA Compass,banks,Financial Services,29.688851,1,-95.464363,Yelp,Saftey & Security,77401
Chase Bank,banks,Financial Services,29.67330079,1,-95.28715834,Yelp,Saftey & Security,77087
Smart Financial Credit Union,banks,Financial Services,29.698726,1,-95.320373,Yelp,Saftey & Security,77087
BBVA Compass,banks,Financial Services,29.80632,1,-95.45947,Yelp,Saftey & Security,77092
Chase Bank,banks,Financial Services,29.75765,1,-95.370356,Yelp,Saftey & Security,77002
SIGA Broadcasting,radiostations,Alerts & Warnings,29.7943653,5,-95.4093895,Yelp,Communication,77008
Chase Bank,banks,Financial Services,29.73515923,1,-95.30651182,Yelp,Saftey & Security,77011
Amazing FM,radiostations,Alerts & Warnings,29.745626,5,-95.36577,Yelp,Communication,77002
KBME 790 Sports Radio,radiostations,Alerts & Warnings,29.74382591,5,-95.38779449,Yelp,Communication,77006
BBVA Compass,banks,Financial Services,29.71480372,1,-95.41544035,Yelp,Saftey & Security,77005
BBVA Compass,banks,Financial Services,29.777352,1,-95.28371036,Yelp,Saftey & Security,77020
Wells Fargo Bank,banks,Financial Services,29.79701,1,-95.34123,Yelp,Saftey & Security,77026
Origin Bank,banks,Financial Services,29.72446,1,-95.41894,Yelp,Saftey & Security,77005
BBVA Compass,banks,Financial Services,29.74792,1,-95.41817,Yelp,Saftey & Security,77019
Wide Open Spaces W / Roark,radiostations,Alerts & Warnings,29.743084,5,-95.386696,Yelp,Communication,77006
BBVA Compass,banks,Financial Services,29.735191,1,-95.3003106,Yelp,Saftey & Security,77011
Woodforest National Bank,banks,Financial Services,29.715597,1,-95.316963,Yelp,Saftey & Security,77023
Sentinel Trust Company,banks,Financial Services,29.74792,1,-95.41817,Yelp,Saftey & Security,77019
IBC Bank,banks,Financial Services,29.7209206,1,-95.4187775,Yelp,Saftey & Security,77005
Chase Bank,banks,Financial Services,29.71908,1,-95.33763,Yelp,Saftey & Security,77023
Amegy Bank,banks,Financial Services,29.733132,1,-95.435483,Yelp,Saftey & Security,77046
Chase Bank,banks,Financial Services,29.738947,1,-95.441915,Yelp,Saftey & Security,77027
Prosperity Bank,banks,Financial Services,29.87042618,1,-95.32666016,Yelp,Saftey & Security,77093
Southern Federal Credit Union,banks,Financial Services,29.730842,1,-95.4304024,Yelp,Saftey & Security,77046
Caprock Funding,banks,Financial Services,29.785163,1,-95.444999,Yelp,Saftey & Security,77008
BBVA Compass,banks,Financial Services,29.74327559,1,-95.46154618,Yelp,Saftey & Security,77056
Chase Bank,banks,Financial Services,29.758772,1,-95.363965,Yelp,Saftey & Security,77010
Barclays Bank,banks,Financial Services,29.7556036,1,-95.3616268,Yelp,Saftey & Security,77010
Wells Fargo Bank,banks,Financial Services,29.8193226,1,-95.4653244,Yelp,Saftey & Security,77092
Integrity Bank Ssb,banks,Financial Services,29.7701935,1,-95.4019656,Yelp,Saftey & Security,77007
Chase Bank,banks,Financial Services,29.7766371,1,-95.3161524,Yelp,Saftey & Security,77020
Hancock Whitney Bank,banks,Financial Services,29.73555,1,-95.41934,Yelp,Saftey & Security,77098
Comerica Bank,banks,Financial Services,29.74254319,1,-95.41809981,Yelp,Saftey & Security,77019
Chase Bank,banks,Financial Services,29.710804,1,-95.40022834,Yelp,Saftey & Security,77030
Cadence Bank - West University,banks,Financial Services,29.72005,1,-95.41819,Yelp,Saftey & Security,77005
Central Bank,banks,Financial Services,29.7484169,1,-95.37364197,Yelp,Saftey & Security,77002
Wells Fargo Bank,banks,Financial Services,29.7415858,1,-95.4413853,Yelp,Saftey & Security,77027
BBVA Compass,banks,Financial Services,29.73302,1,-95.4419,Yelp,Saftey & Security,77046
Prosperity Bancshares,banks,Financial Services,29.74642,1,-95.45092,Yelp,Saftey & Security,77027
BBVA Compass,banks,Financial Services,29.84525,1,-95.38403,Yelp,Saftey & Security,77076
Graphic Arts Credit Union,banks,Financial Services,29.80491,1,-95.45151,Yelp,Saftey & Security,77008
Texas Citizens Bank,banks,Financial Services,29.71705527,1,-95.43362121,Yelp,Saftey & Security,77005
Regions Bank,banks,Financial Services,29.8637695,1,-95.4054718,Yelp,Saftey & Security,77076
Capital Bank,banks,Financial Services,29.70998324,1,-95.27799925,Yelp,Saftey & Security,77012
Wells Fargo,banks,Financial Services,29.72370111,1,-95.44100912,Yelp,Saftey & Security,77046
BBVA Compass,banks,Financial Services,29.71383,1,-95.45526,Yelp,Saftey & Security,77401
Wellsfargo,banks,Financial Services,29.7754097,1,-95.3819733,Yelp,Saftey & Security,77201
Wells Fargo Bank,banks,Financial Services,29.73689,1,-95.305,Yelp,Saftey & Security,77011
Frost Bank,banks,Financial Services,29.75804329,1,-95.365448,Yelp,Saftey & Security,77010
TDECU,banks,Financial Services,29.75740171,1,-95.36497063,Yelp,Saftey & Security,77010
Frost,banks,Financial Services,29.742399,1,-95.416909,Yelp,Saftey & Security,77019
Chartway Federal Credit Union,banks,Financial Services,29.75492,1,-95.37264,Yelp,Saftey & Security,77002
Tradition Bank,banks,Financial Services,29.72798347,1,-95.39152527,Yelp,Saftey & Security,77006
Amerant Bank,banks,Financial Services,29.73736062,1,-95.4109899,Yelp,Saftey & Security,77098
Houston Texas Fire Fighters Federal Credit Union,banks,Financial Services,29.77778107,1,-95.40406965,Yelp,Saftey & Security,77007
Mutual of Omaha Bank,banks,Financial Services,29.7529151,1,-95.4078107,Yelp,Saftey & Security,77019
Spectrum Credit Union,banks,Financial Services,29.73379,1,-95.464785,Yelp,Saftey & Security,77027
Cadence Bank - Williams Tower Branch,banks,Financial Services,29.7370769,1,-95.4622183,Yelp,Saftey & Security,77027
Santander Private Banking,banks,Financial Services,29.7405493,1,-95.4634637,Yelp,Saftey & Security,77056
Capital One Bank,banks,Financial Services,29.7279605,1,-95.42828143,Yelp,Saftey & Security,77046
First Convenience Bank,banks,Financial Services,29.69344,1,-95.32807,Yelp,Saftey & Security,77087
Houston Metropolitan Federal Credit Union,banks,Financial Services,29.8452508,1,-95.3901327,Yelp,Saftey & Security,77076
Wells Fargo Bank,banks,Financial Services,29.671534,1,-95.460869,Yelp,Saftey & Security,77096
KKBQ 93-Q Country,radiostations,Alerts & Warnings,29.74546,5,-95.46318,Yelp,Communication,77056
Bank of America,banks,Financial Services,29.87073,1,-95.41194,Yelp,Saftey & Security,77091
Chase Bank,banks,Financial Services,29.674711,1,-95.265678,Yelp,Saftey & Security,77017
Frost Bank,banks,Financial Services,29.70645903,1,-95.460845,Yelp,Saftey & Security,77401
Wells Fargo Bank,banks,Financial Services,29.706211,1,-95.468269,Yelp,Saftey & Security,77401
George Bush Intercontinental Airport,houston airport,Aviation,29.9902199,6,-95.3367827,Google,Transportation,77032
William P. Hobby Airport,houston airport,Aviation,29.6459077,6,-95.2769054,Google,Transportation,77061
Sugar Land Regional Airport,houston airport,Aviation,29.6272669,6,-95.6528897,Google,Transportation,77498
Weiser Air Park,houston airport,Aviation,29.9345215,6,-95.6425362,Google,Transportation,77095
West Houston Airport,houston airport,Aviation,29.8155684,6,-95.6736523,Google,Transportation,77084
Houston Airpark,houston airport,Aviation,29.5196786,6,-95.2752136,Google,Transportation,77581
Rocketman Jet Center,houston airport,Aviation,29.6081546,6,-95.1690463,Google,Transportation,77034
Houston Spaceport,houston airport,Aviation,29.6039194,6,-95.1759009,Google,Transportation,77034
Signature Flight Support IAH - George Bush Intercontinental/Houston Airport,houston airport,Aviation,29.967846,6,-95.3527155,Google,Transportation,77032
Port Houston,houston port,Maritime,29.729997,6,-95.272407,Google,Transportation,77012
Port of Houston Authority,houston port,Maritime,29.682058,6,-94.9935,Google,Transportation,77571
Houston Ship Channel,houston port,Maritime,29.757673,6,-95.2924462,Google,Transportation,77011
Houston Port Trucking,houston port,Maritime,29.79585,6,-95.236135,Google,Transportation,77013
Greater Houston Port Bureau,houston port,Maritime,29.7079779,6,-95.1404544,Google,Transportation,77503
